timestamp, x, y, z, lx, ly, lz
1400373587479, 3.3854012, -0.7026982, -1.4305356, 0.41763857, -6.1132946, 0.9907506
1400373587497, 4.3622355, -0.61530983, -1.6376339, 0.29149407, -5.135413, 0.78290397
1400373587517, 6.160281, -0.37588966, -1.827973, 0.046986207, -3.3418567, 0.5743091
1400373587536, 7.0341644, -0.31124622, -1.8794483, 0.0011971008, -2.4729111, 0.5057751
1400373587555, 7.171831, -0.20350714, -1.5634137, -0.0664391, -2.3415294, 0.80115974
1400373587575, 6.1219735, -0.21188685, -1.2006922, -0.024091655, -3.3976715, 1.1423335
1400373587594, 5.571307, -0.05267244, -0.7661445, -0.15861586, -3.9555204, 1.5496471
1400373587613, 7.0940194, -0.21787235, -1.1384429, 0.047884032, -2.4443302, 1.1332055
1400373587633, 9.768343, 0.32561144, -1.8088194, -0.405069, 0.21293432, 0.39534256
1400373587651, 9.417592, 0.16280572, -2.1511903, -0.20590134, -0.14814124, 0.008379706
1400373587671, 7.717709, -0.15203181, -1.7070658, 0.08828619, -1.8526632, 0.43125558
1400373587690, 7.7332716, -0.39504328, -1.8567034, 0.30226797, -1.8409915, 0.26306292
1400373587709, 8.980651, 0.15801731, -2.4241292, -0.2503437, -0.5984008, -0.32591072
1400373587728, 7.799112, -0.40462008, -1.9237411, 0.27039516, -1.7841291, 0.15292963
1400373587748, 6.623559, -0.44651863, -1.2988545, 0.26126727, -2.966715, 0.7413047
1400373587767, 7.3537903, -0.01436521, -1.4652514, -0.18270752, -2.2468088, 0.5246295
1400373587786, 8.65025, 0.16759412, -1.9536686, -0.350152, -0.95827925, -0.001496376
1400373587805, 8.512584, -0.25498247, -1.8088194, 0.07092822, -1.1005846, 0.12060791
1400373587824, 8.267179, -0.63206923, -1.2138603, 0.4309563, -1.3542204, 0.6721721
1400373587844, 8.99741, 0.06464344, -1.2330139, -0.24854806, -0.6368576, 0.5882254
1400373587864, 9.788693, 0.22505496, -1.7705121, -0.39040452, 0.14529811, 0.0031423897
1400373587883, 8.98903, -0.46447513, -1.4293385, 0.2813187, -0.6585551, 0.32022446
1400373587904, 8.60117, -0.90620536, -1.0905589, 0.6967127, -1.0507553, 0.63176996
1400373587923, 10.02572, -0.14844051, -1.2677298, -0.044143096, 0.36302084, 0.39459437
1400373587943, 11.016919, 0.29688102, -1.2892777, -0.45893854, 1.3410522, 0.2983774
1400373587960, 11.016919, 0.29688102, -1.2892777, 0.12719196, 0.65436524, 0.22595279
1400373587981, 9.92636, -1.174356, -0.90500826, 0.94211835, 0.23612814, 0.58313775
1400373587999, 9.92636, -1.174356, -0.90500826, 0.94211835, 0.23612814, 0.58313775
1400373588016, 10.388441, -0.5255273, -0.61530983, 0.2709937, 0.688333, 0.8029554
1400373588035, 10.97502, 0.44532153, -1.1049241, -0.6745663, 1.2650363, 0.24884734
1400373588054, 10.585963, 0.32920274, -1.4305356, -0.5424363, 0.8716391, -0.10564415
1400373588074, 11.04565, -0.30645782, -1.3862427, 0.08499416, 1.3290812, -0.079008654
1400373588094, 11.499351, -0.90021986, -0.6368576, 0.65436524, 1.7772459, 0.62339026
1400373588113, 11.417948, -0.7529764, -0.7134721, 0.48796824, 1.6894085, 0.4930559
1400373588132, 11.209652, -0.48722005, -1.0666169, 0.20784664, 1.4763247, 0.09651626
1400373588150, 11.671733, -0.52073884, -1.3072342, 0.21996728, 1.9337668, -0.18839374
1400373588170, 12.318168, 0.015562311, -0.7649474, -0.32202014, 2.5724201, 0.28236616
1400373588189, 11.475409, 0.15442601, -0.38307226, -0.4782418, 1.7233763, 0.5976526
1400373588208, 11.216835, -0.1400608, -0.17477672, -0.20305823, 1.4595652, 0.74624276
1400373588228, 11.398794, -0.6380547, -0.05267244, 0.28565818, 1.6365865, 0.810138
1400373588246, 11.444284, -0.8355764, -0.4201824, 0.48407766, 1.6781857, 0.39818567
1400373588265, 11.392809, -0.724246, -0.7182605, 0.3764882, 1.6249148, 0.0796072
1400373588285, 11.20247, -0.94331545, -0.88944596, 0.583437, 1.4354736, -0.08619126
1400373588304, 10.632649, -0.35793316, -0.7086837, -0.005985504, 0.8662521, 0.100257196
1400373588324, 10.973824, 0.2717419, -1.0989386, -0.61770403, 1.2066777, -0.29104513
1400373588344, 11.692084, 0.2645593, -1.0414777, -0.58672905, 1.9234418, -0.24286184
1400373588363, 11.067198, -0.40222588, -0.59256494, 0.080056116, 1.2982559, 0.20350714
1400373588382, 11.019313, -0.48722005, -0.80445176, 0.17417817, 1.2505214, -0.0035913025
1400373588403, 11.076775, -0.48003745, -0.8439561, 0.1798644, 1.307683, -0.04129998
1400373588422, 11.139024, -0.39983168, -1.0031705, 0.11656769, 1.3699323, -0.19422962
1400373588440, 11.139024, -0.39983168, -1.0031705, 0.33429042, 1.51538, -0.09831191
1400373588459, 11.283873, -0.60453594, -0.91817635, 0.33429042, 1.51538, -0.09831191
1400373588478, 11.283873, -0.5793968, -1.0690111, 0.320823, 1.5165771, -0.23059155
1400373588497, 11.593922, -0.18076223, -1.4269443, -0.054917, 1.8275241, -0.5722142
1400373588516, 12.312182, -0.12330139, -1.7836803, -0.08723872, 2.5462334, -0.9168296
1400373588535, 13.005303, -0.2777274, -1.6484078, 0.085293435, 3.2398038, -0.7733272
1400373588554, 12.774263, -0.59974754, -1.4317327, 0.41165304, 3.0095115, -0.54737437
